# Sim v1 (Up to date)
# 3375 data points written for 58 variables.
# Simulation warnings:
#   Les calculs du corps ne seront peut être pas très précis aux vitesses supersonique.
#   Deploiement du systeme de recuperation à grande vitesse (68,5 m/s):  "Iris Ultra Compact Parachute [Cd 2.2 (16.3 oz) 90.5 in^3]"
#
# Temps (s),Altitude (m),Altitude above sea level (m),Vitesse verticale (m/s),Vitesse totale (m/s),Accélération verticale (m/s²),Accélération totale (m/s²),Position à l'est du lancement (m),Position au nord du lancement (m),Distance latérale (m),Direction latérale (°),Vitesse latérale (m/s),Accélération latérale (m/s²),Latitude (° N),Longitude (° E),Angle d'attaque (°),Taux de roulis (°/s),Taux de tangage (°/s),Taux d'embardée (°/s),Orientation verticale (zénith) (°),Orientation latérale (azimut) (°),Masse (g),Masse du propergol (g),Moment d'inertie longitudinale (kg·m²),Moment d'inertie rotatif (kg·m²),Accélération Gravitationnelle (m/s²),Emplacement du CP (cm),Emplacement du CG (cm),Calibres marge de stabilité (​),Poussée (N),Thrust-to-weight ratio (​),Force de traînée (N),Coefficient de traînée (​),Coefficient de traînée de friction (​),Coefficient de traînée de pression (​),Coefficient de traînée de base (​),Coefficient de trainée axiale (​),Coefficient de force normale (​),Coefficient de moment de tangage (​),Coefficient de moment d'embardée  (​),Coefficient de force latérale  (​),Coefficient de moment de roulis  (​),Coefficient de forçage de roulis (​),Coefficient d'amortissement de roulis (​),Coefficient d'amortissement de tangage (​),Vitesse de vent (m/s),Wind direction (°),Température de l'air (°C),Pression atmosphérique (mbar),Air density (g/cm³),Vitesse du son (m/s),Mach number (​),Nombre de Reynolds (​),Longueur de référence (cm),Surface de référence (cm²),Pas de simulation du temps (s),Temps de calcul (s),Accélération de Coriolis (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
471.651,1585.358,1585.358,-5.235,5.505,0.003,0.207,1779.597,2.108,1779.598,89.932,1.703,0.207,28.61,-80.582,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.787,0,188.788,-12.586,0,0,147.763,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.814,90,4.695,836.92,0.001,334.144,0.016,8.925e5,15,176.715,0.267,0.695,7.147e-4
471.918,1583.959,1583.959,-5.234,5.521,0.046,0.966,1779.134,2.108,1779.135,89.932,1.758,0.965,28.61,-80.582,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.787,0,188.788,-12.586,0,0,149.088,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.272,90,4.704,837.062,0.001,334.15,0.016,8.965e5,15,176.715,0.267,0.695,7.175e-4
472.185,1582.561,1582.561,-5.221,5.597,-0.044,0.158,1778.629,2.108,1778.63,89.932,2.016,0.151,28.61,-80.582,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.787,0,188.788,-12.586,0,0,147.025,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.097,90,4.713,837.204,0.001,334.155,0.016,8.903e5,15,176.715,0.268,0.695,7.303e-4
472.453,1581.16,1581.16,-5.233,5.623,0.003,0.215,1778.083,2.108,1778.085,89.932,2.057,0.215,28.61,-80.582,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.787,0,188.788,-12.586,0,0,147.753,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.172,90,4.722,837.345,0.001,334.161,0.016,8.926e5,15,176.715,0.267,0.695,7.341e-4
472.721,1579.761,1579.761,-5.233,5.643,-8.87e-4,0.054,1777.526,2.108,1777.527,89.932,2.114,0.054,28.61,-80.582,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.787,0,188.788,-12.586,0,0,147.667,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.143,90,4.732,837.487,0.001,334.166,0.016,8.924e5,15,176.715,0.267,0.695,7.375e-4
472.988,1578.362,1578.362,-5.233,5.649,0.006,0.299,1776.959,2.108,1776.96,89.932,2.128,0.299,28.61,-80.582,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.787,0,188.788,-12.586,0,0,147.833,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.969,90,4.741,837.629,0.001,334.172,0.016,8.929e5,15,176.715,0.267,0.695,7.384e-4
473.255,1576.964,1576.964,-5.231,5.618,-0.003,0.007,1776.401,2.108,1776.402,89.932,2.048,0.006,28.61,-80.582,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.787,0,188.788,-12.586,0,0,147.629,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.046,90,4.75,837.77,0.001,334.177,0.016,8.923e5,15,176.715,0.267,0.695,7.334e-4
473.523,1575.565,1575.565,-5.232,5.618,0.004,0.211,1775.853,2.108,1775.854,89.932,2.047,0.211,28.61,-80.582,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.787,0,188.788,-12.586,0,0,147.766,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.935,90,4.759,837.912,0.001,334.183,0.016,8.928e5,15,176.715,0.267,0.695,7.334e-4
473.79,1574.167,1574.167,-5.231,5.597,0.009,0.437,1775.314,2.108,1775.315,89.932,1.991,0.437,28.61,-80.582,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.787,0,188.788,-12.586,0,0,147.959,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.224,90,4.768,838.053,0.001,334.188,0.016,8.934e5,15,176.715,0.267,0.696,7.3e-4
474.057,1572.769,1572.769,-5.229,5.637,0.001,0.432,1774.766,2.108,1774.767,89.932,2.107,0.432,28.61,-80.582,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.787,0,188.788,-12.586,0,0,147.839,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.338,90,4.777,838.195,0.001,334.194,0.016,8.931e5,15,176.715,0.267,0.696,7.366e-4
474.325,1571.371,1571.371,-5.228,5.681,0.002,0.446,1774.187,2.108,1774.188,89.932,2.223,0.446,28.61,-80.582,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.787,0,188.788,-12.586,0,0,147.859,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.985,90,4.786,838.336,0.001,334.199,0.016,8.932e5,15,176.715,0.267,0.696,7.438e-4
474.592,1569.973,1569.973,-5.228,5.635,0.008,0.575,1773.609,2.108,1773.61,89.932,2.104,0.575,28.61,-80.582,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.787,0,188.788,-12.586,0,0,148.052,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.797,90,4.795,838.478,0.001,334.205,0.016,8.938e5,15,176.715,0.267,0.696,7.363e-4
474.859,1568.576,1568.576,-5.226,5.578,-0.014,0.144,1773.067,2.108,1773.068,89.932,1.95,0.143,28.61,-80.582,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.787,0,188.788,-12.586,0,0,147.477,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.027,90,4.804,838.619,0.001,334.21,0.016,8.921e5,15,176.715,0.267,0.696,7.27e-4
475.127,1567.178,1567.178,-5.23,5.595,0.002,0.175,1772.54,2.108,1772.542,89.932,1.988,0.175,28.61,-80.582,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.787,0,188.788,-12.586,0,0,147.73,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.082,90,4.813,838.761,0.001,334.216,0.016,8.929e5,15,176.715,0.267,0.696,7.297e-4
475.394,1565.781,1565.781,-5.229,5.611,0.01,0.441,1772.003,2.108,1772.004,89.932,2.035,0.441,28.61,-80.582,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.787,0,188.788,-12.586,0,0,147.973,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8,90,4.822,838.902,0.001,334.221,0.016,8.937e5,15,176.715,0.267,0.696,7.324e-4
475.661,1564.384,1564.384,-5.227,5.567,-0.004,0.283,1771.475,2.108,1771.476,89.932,1.917,0.283,28.61,-80.582,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.787,0,188.788,-12.586,0,0,147.673,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.766,90,4.832,839.043,0.001,334.227,0.016,8.928e5,15,176.715,0.267,0.696,7.253e-4
475.928,1562.987,1562.987,-5.228,5.543,0.004,0.352,1770.973,2.108,1770.974,89.932,1.842,0.351,28.61,-80.582,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.787,0,188.788,-12.586,0,0,147.828,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.03,90,4.841,839.185,0.001,334.232,0.016,8.933e5,15,176.715,0.267,0.696,7.212e-4
476.195,1561.591,1561.591,-5.227,5.574,-0.001,0.275,1770.468,2.108,1770.469,89.932,1.936,0.275,28.61,-80.582,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.787,0,188.788,-12.586,0,0,147.721,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.083,90,4.85,839.326,0.001,334.238,0.016,8.93e5,15,176.715,0.267,0.697,7.263e-4
476.462,1560.195,1560.195,-5.227,5.6,0.004,0.347,1769.941,2.108,1769.942,89.932,2.009,0.347,28.61,-80.582,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.787,0,188.788,-12.586,0,0,147.825,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.824,90,4.859,839.467,0.001,334.243,0.016,8.934e5,15,176.715,0.267,0.697,7.306e-4
476.73,1558.798,1558.798,-5.226,5.567,-0.002,0.254,1769.417,2.108,1769.418,89.932,1.917,0.254,28.61,-80.582,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.787,0,188.788,-12.586,0,0,147.706,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.781,90,4.868,839.609,0.001,334.249,0.016,8.93e5,15,176.715,0.267,0.697,7.252e-4
476.997,1557.402,1557.402,-5.227,5.544,-4.739e-4,0.17,1768.914,2.108,1768.915,89.932,1.849,0.17,28.61,-80.582,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.787,0,188.788,-12.586,0,0,147.695,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.94,90,4.877,839.75,0.001,334.254,0.016,8.93e5,15,176.715,0.267,0.697,7.215e-4
477.264,1556.006,1556.006,-5.227,5.559,0.012,0.481,1768.414,2.108,1768.415,89.932,1.894,0.481,28.61,-80.582,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.787,0,188.788,-12.586,0,0,148.034,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.151,90,4.886,839.891,0.001,334.26,0.016,8.941e5,15,176.715,0.267,0.697,7.24e-4
477.531,1554.611,1554.611,-5.224,5.601,-0.006,0.282,1767.891,2.108,1767.892,89.932,2.023,0.282,28.61,-80.582,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.787,0,188.788,-12.586,0,0,147.644,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.173,90,4.895,840.032,0.001,334.265,0.016,8.93e5,15,176.715,0.267,0.697,7.31e-4
477.798,1553.216,1553.216,-5.225,5.631,7.022e-5,0.235,1767.341,2.107,1767.342,89.932,2.098,0.235,28.61,-80.582,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.787,0,188.788,-12.586,0,0,147.723,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.972,90,4.904,840.174,0.001,334.271,0.016,8.932e5,15,176.715,0.5,0.697,7.357e-4
478.298,1550.603,1550.603,-5.225,5.588,0.027,0.74,1766.321,2.107,1766.323,89.932,1.98,0.74,28.61,-80.582,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.787,0,188.788,-12.586,0,0,148.513,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.374,90,4.921,840.438,0.001,334.281,0.016,8.957e5,15,176.715,0.267,0.698,7.287e-4
478.565,1549.209,1549.209,-5.218,5.654,-0.024,0.21,1765.766,2.107,1765.768,89.932,2.178,0.209,28.61,-80.582,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.787,0,188.788,-12.586,0,0,147.348,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.289,90,4.93,840.579,0.001,334.287,0.016,8.922e5,15,176.715,0.267,0.698,7.397e-4
478.832,1547.813,1547.813,-5.224,5.682,0.003,0.259,1765.177,2.107,1765.178,89.932,2.233,0.259,28.61,-80.582,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.787,0,188.788,-12.586,0,0,147.769,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.372,90,4.939,840.721,0.001,334.292,0.016,8.935e5,15,176.715,0.267,0.698,7.44e-4
479.099,1546.419,1546.419,-5.224,5.709,-5.31e-4,0.177,1764.572,2.107,1764.573,89.932,2.303,0.177,28.61,-80.582,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.787,0,188.788,-12.586,0,0,147.695,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.208,90,4.948,840.862,0.001,334.298,0.016,8.933e5,15,176.715,0.267,0.698,7.484e-4
479.366,1545.024,1545.024,-5.224,5.69,-2.962e-5,0.069,1763.963,2.107,1763.965,89.932,2.255,0.069,28.61,-80.582,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.787,0,188.788,-12.586,0,0,147.682,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.292,90,4.957,841.003,0.001,334.303,0.016,8.933e5,15,176.715,0.5,0.698,7.453e-4
479.866,1542.413,1542.413,-5.224,5.704,0.009,0.359,1762.827,2.107,1762.828,89.932,2.29,0.359,28.61,-80.582,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.787,0,188.788,-12.586,0,0,147.911,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.098,90,4.974,841.267,0.001,334.313,0.016,8.941e5,15,176.715,0.267,0.699,7.476e-4
480.133,1541.019,1541.019,-5.222,5.664,-0.005,0.106,1762.229,2.107,1762.23,89.931,2.194,0.106,28.61,-80.582,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.787,0,188.788,-12.586,0,0,147.618,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.251,90,4.983,841.408,0.001,334.319,0.016,8.933e5,15,176.715,0.267,0.699,7.411e-4
480.4,1539.625,1539.625,-5.223,5.676,0.006,0.308,1761.64,2.107,1761.641,89.931,2.222,0.308,28.61,-80.582,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.787,0,188.788,-12.586,0,0,147.837,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.387,90,4.992,841.549,0.001,334.324,0.016,8.94e5,15,176.715,0.267,0.699,7.431e-4
480.667,1538.232,1538.232,-5.221,5.707,-0.003,0.049,1761.036,2.107,1761.037,89.931,2.304,0.049,28.61,-80.582,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.787,0,188.788,-12.586,0,0,147.63,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.279,90,5.001,841.69,0.001,334.33,0.016,8.934e5,15,176.715,0.267,0.699,7.482e-4
480.933,1536.839,1536.839,-5.222,5.703,0.003,0.192,1760.423,2.107,1760.424,89.931,2.291,0.192,28.61,-80.582,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.787,0,188.788,-12.586,0,0,147.754,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.189,90,5.011,841.831,0.001,334.335,0.016,8.938e5,15,176.715,0.267,0.699,7.475e-4
481.2,1535.446,1535.446,-5.221,5.682,0.027,0.741,1759.818,2.107,1759.82,89.931,2.24,0.74,28.61,-80.582,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.787,0,188.788,-12.586,0,0,148.51,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.846,90,5.02,841.972,0.001,334.341,0.016,8.961e5,15,176.715,0.267,0.699,7.441e-4
481.467,1534.054,1534.054,-5.214,5.6,-0.02,0.355,1759.247,2.107,1759.248,89.931,2.042,0.354,28.61,-80.582,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.787,0,188.788,-12.586,0,0,147.474,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.854,90,5.029,842.113,0.001,334.346,0.016,8.93e5,15,176.715,0.267,0.699,7.31e-4
481.734,1532.66,1532.66,-5.22,5.571,-0.005,0.01,1758.714,2.107,1758.716,89.931,1.948,0.009,28.61,-80.582,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.787,0,188.788,-12.586,0,0,147.604,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.943,90,5.038,842.254,0.001,334.352,0.016,8.934e5,15,176.715,0.267,0.699,7.261e-4
482.001,1531.268,1531.268,-5.221,5.572,0.001,0.043,1758.195,2.107,1758.196,89.931,1.945,0.043,28.61,-80.582,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.787,0,188.788,-12.586,0,0,147.703,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.969,90,5.047,842.395,0.001,334.357,0.016,8.938e5,15,176.715,0.267,0.7,7.262e-4
482.268,1529.875,1529.875,-5.22,5.575,0.001,0.05,1757.675,2.107,1757.676,89.931,1.957,0.05,28.61,-80.582,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.787,0,188.788,-12.586,0,0,147.702,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.93,90,5.056,842.536,0.001,334.363,0.016,8.938e5,15,176.715,0.267,0.7,7.268e-4
482.534,1528.483,1528.483,-5.22,5.57,0.017,0.558,1757.155,2.107,1757.156,89.931,1.943,0.558,28.61,-80.582,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.787,0,188.788,-12.586,0,0,148.176,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.647,90,5.065,842.677,0.001,334.368,0.016,8.953e5,15,176.715,0.267,0.7,7.26e-4
482.801,1527.092,1527.092,-5.216,5.516,-0.013,0.183,1756.656,2.107,1756.657,89.931,1.795,0.183,28.61,-80.582,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.787,0,188.788,-12.586,0,0,147.513,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.698,90,5.074,842.818,0.001,334.374,0.016,8.933e5,15,176.715,0.267,0.7,7.172e-4
483.068,1525.7,1525.7,-5.219,5.503,-3.171e-4,0.035,1756.184,2.107,1756.185,89.931,1.746,0.035,28.61,-80.582,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.787,0,188.788,-12.586,0,0,147.677,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.765,90,5.083,842.959,0.001,334.379,0.016,8.938e5,15,176.715,0.267,0.7,7.151e-4
483.334,1524.308,1524.308,-5.219,5.506,0.008,0.362,1755.717,2.107,1755.718,89.931,1.755,0.362,28.61,-80.582,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.787,0,188.788,-12.586,0,0,147.902,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.948,90,5.092,843.1,0.001,334.385,0.016,8.946e5,15,176.715,0.267,0.7,7.156e-4
483.601,1522.917,1522.917,-5.217,5.536,0.002,0.369,1755.236,2.107,1755.238,89.931,1.851,0.369,28.61,-80.582,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.787,0,188.788,-12.586,0,0,147.81,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.048,90,5.101,843.24,0.001,334.39,0.016,8.943e5,15,176.715,0.267,0.7,7.205e-4
483.868,1521.526,1521.526,-5.217,5.569,-0.005,0.107,1754.73,2.107,1754.731,89.931,1.95,0.106,28.61,-80.582,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.788,0,188.788,-12.586,0,0,147.613,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.893,90,5.11,843.381,0.001,334.396,0.016,8.938e5,15,176.715,0.267,0.7,7.259e-4
484.134,1520.135,1520.135,-5.218,5.56,0.005,0.288,1754.213,2.107,1754.215,89.931,1.921,0.288,28.61,-80.582,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.788,0,188.788,-12.586,0,0,147.82,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.075,90,5.119,843.522,0.001,334.401,0.016,8.944e5,15,176.715,0.267,0.7,7.245e-4
484.401,1518.744,1518.744,-5.217,5.586,-3.987e-4,0.223,1753.691,2.107,1753.692,89.931,1.998,0.223,28.61,-80.582,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.788,0,188.788,-12.586,0,0,147.713,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.879,90,5.128,843.663,0.001,334.407,0.016,8.941e5,15,176.715,0.267,0.701,7.287e-4
484.667,1517.353,1517.353,-5.217,5.565,0.007,0.395,1753.166,2.107,1753.168,89.931,1.939,0.394,28.61,-80.582,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.788,0,188.788,-12.586,0,0,147.901,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.729,90,5.137,843.804,0.001,334.412,0.016,8.947e5,15,176.715,0.267,0.701,7.253e-4
484.934,1515.963,1515.963,-5.215,5.528,-0.006,0.123,1752.664,2.107,1752.665,89.931,1.833,0.123,28.61,-80.582,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.788,0,188.788,-12.586,0,0,147.605,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.768,90,5.146,843.944,0.001,334.418,0.016,8.939e5,15,176.715,0.267,0.701,7.192e-4
485.2,1514.573,1514.573,-5.216,5.519,0.005,0.302,1752.179,2.107,1752.18,89.931,1.801,0.302,28.61,-80.582,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.788,0,188.788,-12.586,0,0,147.83,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.962,90,5.155,844.085,0.001,334.423,0.016,8.946e5,15,176.715,0.266,0.701,7.177e-4
485.467,1513.183,1513.183,-5.215,5.544,0.005,0.399,1751.689,2.107,1751.69,89.931,1.881,0.399,28.61,-80.582,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.788,0,188.788,-12.586,0,0,147.876,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.094,90,5.164,844.226,0.001,334.428,0.016,8.948e5,15,176.715,0.267,0.701,7.219e-4
485.733,1511.793,1511.793,-5.214,5.58,-0.003,0.283,1751.173,2.107,1751.174,89.931,1.987,0.283,28.61,-80.582,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.788,0,188.788,-12.586,0,0,147.703,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.139,90,5.173,844.366,0.001,334.434,0.016,8.943e5,15,176.715,0.267,0.701,7.277e-4
486,1510.403,1510.403,-5.215,5.608,0.003,0.332,1750.633,2.107,1750.635,89.931,2.063,0.332,28.61,-80.582,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.788,0,188.788,-12.586,0,0,147.809,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.24,90,5.182,844.507,0.001,334.439,0.016,8.947e5,15,176.715,0.266,0.701,7.323e-4
486.266,1509.014,1509.014,-5.214,5.64,-0.002,0.197,1750.072,2.107,1750.073,89.931,2.151,0.197,28.61,-80.582,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.788,0,188.788,-12.586,0,0,147.675,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.046,90,5.191,844.648,0.001,334.445,0.016,8.943e5,15,176.715,0.266,0.701,7.376e-4
486.533,1507.624,1507.624,-5.214,5.621,0.004,0.316,1749.506,2.107,1749.507,89.931,2.099,0.316,28.61,-80.582,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.788,0,188.788,-12.586,0,0,147.824,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.931,90,5.2,844.788,0.001,334.45,0.016,8.948e5,15,176.715,0.266,0.701,7.344e-4
