# Sim v1 (Up to date)
# 3372 data points written for 12 variables.
# Simulation warnings:
#   Les calculs du corps ne seront peut être pas très précis aux vitesses supersonique.
#   Deploiement du systeme de recuperation à grande vitesse (68,9 m/s):  "Iris Ultra Compact Parachute [Cd 2.2 (16.3 oz) 90.5 in^3]"
#
# Temps (s),Altitude (m),Vitesse totale (m/s),Masse (g),Emplacement du CP (cm),Emplacement du CG (cm),Calibres marge de stabilité (​),Coefficient de force normale (​),Température de l'air (°C),Pression atmosphérique (mbar),Air density (g/cm³),Mach number (​)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
654.184,644.134,5.366,1.509e4,0,188.788,-12.586,NaN,10.813,938.505,0.001,0.015
654.439,642.859,5.385,1.509e4,0,188.788,-12.586,NaN,10.821,938.647,0.001,0.015
654.695,641.583,5.381,1.509e4,0,188.788,-12.586,NaN,10.83,938.79,0.001,0.015
654.95,640.308,5.394,1.509e4,0,188.788,-12.586,NaN,10.838,938.932,0.001,0.015
655.205,639.033,5.382,1.509e4,0,188.788,-12.586,NaN,10.846,939.075,0.001,0.015
655.46,637.758,5.426,1.509e4,0,188.788,-12.586,NaN,10.855,939.217,0.001,0.015
655.715,636.483,5.43,1.509e4,0,188.788,-12.586,NaN,10.863,939.36,0.001,0.015
655.971,635.208,5.406,1.509e4,0,188.788,-12.586,NaN,10.871,939.502,0.001,0.015
656.226,633.935,5.464,1.509e4,0,188.788,-12.586,NaN,10.879,939.644,0.001,0.015
656.481,632.66,5.434,1.509e4,0,188.788,-12.586,NaN,10.888,939.787,0.001,0.015
656.736,631.385,5.424,1.509e4,0,188.788,-12.586,NaN,10.896,939.929,0.001,0.015
656.991,630.111,5.39,1.509e4,0,188.788,-12.586,NaN,10.904,940.072,0.001,0.015
657.246,628.838,5.348,1.509e4,0,188.788,-12.586,NaN,10.913,940.214,0.001,0.015
657.502,627.564,5.339,1.509e4,0,188.788,-12.586,NaN,10.921,940.356,0.001,0.015
657.757,626.29,5.333,1.509e4,0,188.788,-12.586,NaN,10.929,940.499,0.001,0.015
658.012,625.017,5.309,1.509e4,0,188.788,-12.586,NaN,10.937,940.641,0.001,0.015
658.267,623.744,5.252,1.509e4,0,188.788,-12.586,NaN,10.946,940.783,0.001,0.015
658.522,622.47,5.257,1.509e4,0,188.788,-12.586,NaN,10.954,940.925,0.001,0.015
658.777,621.197,5.262,1.509e4,0,188.788,-12.586,NaN,10.962,941.068,0.001,0.015
659.032,619.925,5.296,1.509e4,0,188.788,-12.586,NaN,10.97,941.21,0.001,0.015
659.287,618.652,5.331,1.509e4,0,188.788,-12.586,NaN,10.979,941.352,0.001,0.015
659.542,617.38,5.368,1.509e4,0,188.788,-12.586,NaN,10.987,941.494,0.001,0.015
659.797,616.108,5.416,1.509e4,0,188.788,-12.586,NaN,10.995,941.636,0.001,0.015
660.052,614.836,5.476,1.509e4,0,188.788,-12.586,NaN,11.004,941.778,0.001,0.015
660.307,613.563,5.489,1.509e4,0,188.788,-12.586,NaN,11.012,941.921,0.001,0.015
660.562,612.291,5.483,1.509e4,0,188.788,-12.586,NaN,11.02,942.063,0.001,0.015
660.817,611.02,5.4,1.509e4,0,188.788,-12.586,NaN,11.028,942.205,0.001,0.015
661.072,609.748,5.439,1.509e4,0,188.788,-12.586,NaN,11.037,942.347,0.001,0.015
661.327,608.476,5.44,1.509e4,0,188.788,-12.586,NaN,11.045,942.489,0.001,0.015
661.582,607.205,5.432,1.509e4,0,188.788,-12.586,NaN,11.053,942.631,0.001,0.015
661.836,605.934,5.434,1.509e4,0,188.788,-12.586,NaN,11.061,942.773,0.001,0.015
662.091,604.663,5.404,1.509e4,0,188.788,-12.586,NaN,11.07,942.915,0.001,0.015
662.346,603.392,5.404,1.509e4,0,188.788,-12.586,NaN,11.078,943.057,0.001,0.015
662.601,602.122,5.392,1.509e4,0,188.788,-12.586,NaN,11.086,943.199,0.001,0.015
662.855,600.852,5.326,1.509e4,0,188.788,-12.586,NaN,11.094,943.341,0.001,0.015
663.11,599.581,5.329,1.509e4,0,188.788,-12.586,NaN,11.103,943.483,0.001,0.015
663.365,598.311,5.304,1.509e4,0,188.788,-12.586,NaN,11.111,943.625,0.001,0.015
663.62,597.041,5.306,1.509e4,0,188.788,-12.586,NaN,11.119,943.766,0.001,0.015
663.875,595.771,5.342,1.509e4,0,188.788,-12.586,NaN,11.127,943.908,0.001,0.015
664.129,594.501,5.342,1.509e4,0,188.788,-12.586,NaN,11.136,944.05,0.001,0.015
664.384,593.232,5.355,1.509e4,0,188.788,-12.586,NaN,11.144,944.192,0.001,0.015
664.639,591.962,5.383,1.509e4,0,188.788,-12.586,NaN,11.152,944.334,0.001,0.015
664.893,590.693,5.346,1.509e4,0,188.788,-12.586,NaN,11.16,944.476,0.001,0.015
665.148,589.424,5.362,1.509e4,0,188.788,-12.586,NaN,11.169,944.617,0.001,0.015
665.402,588.156,5.291,1.509e4,0,188.788,-12.586,NaN,11.177,944.759,0.001,0.015
665.657,586.887,5.227,1.509e4,0,188.788,-12.586,NaN,11.185,944.901,0.001,0.015
665.912,585.618,5.272,1.509e4,0,188.788,-12.586,NaN,11.193,945.043,0.001,0.015
666.167,584.349,5.285,1.509e4,0,188.788,-12.586,NaN,11.202,945.184,0.001,0.015
666.421,583.081,5.291,1.509e4,0,188.788,-12.586,NaN,11.21,945.326,0.001,0.015
666.676,581.813,5.302,1.509e4,0,188.788,-12.586,NaN,11.218,945.468,0.001,0.015
666.93,580.545,5.323,1.509e4,0,188.788,-12.586,NaN,11.226,945.609,0.001,0.015
667.185,579.277,5.333,1.509e4,0,188.788,-12.586,NaN,11.235,945.751,0.001,0.015
667.439,578.009,5.365,1.509e4,0,188.788,-12.586,NaN,11.243,945.893,0.001,0.015
667.694,576.742,5.334,1.509e4,0,188.788,-12.586,NaN,11.251,946.034,0.001,0.015
667.948,575.475,5.268,1.509e4,0,188.788,-12.586,NaN,11.259,946.176,0.001,0.015
668.203,574.207,5.304,1.509e4,0,188.788,-12.586,NaN,11.268,946.318,0.001,0.015
668.458,572.942,5.408,1.509e4,0,188.788,-12.586,NaN,11.276,946.459,0.001,0.015
668.713,571.674,5.51,1.509e4,0,188.788,-12.586,NaN,11.284,946.601,0.001,0.015
668.968,570.406,5.523,1.509e4,0,188.788,-12.586,NaN,11.292,946.742,0.001,0.015
669.222,569.139,5.507,1.509e4,0,188.788,-12.586,NaN,11.301,946.884,0.001,0.015
669.476,567.873,5.449,1.509e4,0,188.788,-12.586,NaN,11.309,947.025,0.001,0.015
669.731,566.607,5.475,1.509e4,0,188.788,-12.586,NaN,11.317,947.167,0.001,0.015
669.985,565.34,5.467,1.509e4,0,188.788,-12.586,NaN,11.325,947.308,0.001,0.015
670.24,564.074,5.481,1.509e4,0,188.788,-12.586,NaN,11.334,947.45,0.001,0.015
670.494,562.809,5.449,1.509e4,0,188.788,-12.586,NaN,11.342,947.591,0.001,0.015
670.748,561.544,5.346,1.509e4,0,188.788,-12.586,NaN,11.35,947.732,0.001,0.015
671.003,560.278,5.305,1.509e4,0,188.788,-12.586,NaN,11.358,947.874,0.001,0.015
671.257,559.012,5.338,1.509e4,0,188.788,-12.586,NaN,11.366,948.015,0.001,0.015
671.512,557.747,5.319,1.509e4,0,188.788,-12.586,NaN,11.375,948.157,0.001,0.015
671.766,556.482,5.275,1.509e4,0,188.788,-12.586,NaN,11.383,948.298,0.001,0.015
672.02,555.216,5.295,1.509e4,0,188.788,-12.586,NaN,11.391,948.439,0.001,0.015
672.274,553.952,5.318,1.509e4,0,188.788,-12.586,NaN,11.399,948.581,0.001,0.015
672.528,552.687,5.312,1.509e4,0,188.788,-12.586,NaN,11.408,948.722,0.001,0.015
672.783,551.422,5.291,1.509e4,0,188.788,-12.586,NaN,11.416,948.863,0.001,0.015
673.037,550.159,5.229,1.509e4,0,188.788,-12.586,NaN,11.424,949.004,0.001,0.015
673.291,548.894,5.233,1.509e4,0,188.788,-12.586,NaN,11.432,949.146,0.001,0.015
673.545,547.63,5.242,1.509e4,0,188.788,-12.586,NaN,11.44,949.287,0.001,0.015
673.799,546.366,5.243,1.509e4,0,188.788,-12.586,NaN,11.449,949.428,0.001,0.015
674.053,545.102,5.261,1.509e4,0,188.788,-12.586,NaN,11.457,949.569,0.001,0.015
674.307,543.84,5.328,1.509e4,0,188.788,-12.586,NaN,11.465,949.71,0.001,0.015
674.562,542.575,5.352,1.509e4,0,188.788,-12.586,NaN,11.473,949.852,0.001,0.015
674.816,541.312,5.396,1.509e4,0,188.788,-12.586,NaN,11.481,949.993,0.001,0.015
675.07,540.049,5.392,1.509e4,0,188.788,-12.586,NaN,11.49,950.134,0.001,0.015
675.324,538.786,5.415,1.509e4,0,188.788,-12.586,NaN,11.498,950.275,0.001,0.015
675.578,537.523,5.447,1.509e4,0,188.788,-12.586,NaN,11.506,950.416,0.001,0.015
675.832,536.26,5.443,1.509e4,0,188.788,-12.586,NaN,11.514,950.557,0.001,0.015
676.086,534.998,5.436,1.509e4,0,188.788,-12.586,NaN,11.523,950.698,0.001,0.015
676.34,533.735,5.473,1.509e4,0,188.788,-12.586,NaN,11.531,950.839,0.001,0.015
676.594,532.473,5.453,1.509e4,0,188.788,-12.586,NaN,11.539,950.98,0.001,0.015
676.848,531.211,5.395,1.509e4,0,188.788,-12.586,NaN,11.547,951.121,0.001,0.015
677.102,529.949,5.391,1.509e4,0,188.788,-12.586,NaN,11.555,951.262,0.001,0.015
677.355,528.687,5.381,1.509e4,0,188.788,-12.586,NaN,11.564,951.403,0.001,0.015
677.609,527.426,5.311,1.509e4,0,188.788,-12.586,NaN,11.572,951.544,0.001,0.015
677.863,526.164,5.286,1.509e4,0,188.788,-12.586,NaN,11.58,951.685,0.001,0.015
678.117,524.903,5.28,1.509e4,0,188.788,-12.586,NaN,11.588,951.826,0.001,0.015
678.371,523.642,5.266,1.509e4,0,188.788,-12.586,NaN,11.596,951.967,0.001,0.015
678.625,522.381,5.294,1.509e4,0,188.788,-12.586,NaN,11.605,952.108,0.001,0.015
678.879,521.12,5.313,1.509e4,0,188.788,-12.586,NaN,11.613,952.249,0.001,0.015
679.132,519.859,5.338,1.509e4,0,188.788,-12.586,NaN,11.621,952.39,0.001,0.015
679.386,518.598,5.347,1.509e4,0,188.788,-12.586,NaN,11.629,952.53,0.001,0.015
679.64,517.338,5.375,1.509e4,0,188.788,-12.586,NaN,11.637,952.671,0.001,0.015
679.894,516.078,5.328,1.509e4,0,188.788,-12.586,NaN,11.645,952.812,0.001,0.015
680.147,514.818,5.305,1.509e4,0,188.788,-12.586,NaN,11.654,952.953,0.001,0.015
680.401,513.558,5.299,1.509e4,0,188.788,-12.586,NaN,11.662,953.094,0.001,0.015
680.655,512.298,5.328,1.509e4,0,188.788,-12.586,NaN,11.67,953.234,0.001,0.015
680.909,511.038,5.358,1.509e4,0,188.788,-12.586,NaN,11.678,953.375,0.001,0.015
681.162,509.779,5.334,1.509e4,0,188.788,-12.586,NaN,11.686,953.516,0.001,0.015
681.416,508.519,5.362,1.509e4,0,188.788,-12.586,NaN,11.695,953.657,0.001,0.015
681.67,507.26,5.381,1.509e4,0,188.788,-12.586,NaN,11.703,953.797,0.001,0.015
681.923,506.001,5.341,1.509e4,0,188.788,-12.586,NaN,11.711,953.938,0.001,0.015
682.177,504.742,5.388,1.509e4,0,188.788,-12.586,NaN,11.719,954.079,0.001,0.015
682.43,503.484,5.335,1.509e4,0,188.788,-12.586,NaN,11.727,954.219,0.001,0.015
682.684,502.225,5.287,1.509e4,0,188.788,-12.586,NaN,11.736,954.36,0.001,0.015
682.938,500.966,5.312,1.509e4,0,188.788,-12.586,NaN,11.744,954.5,0.001,0.015
683.191,499.708,5.327,1.509e4,0,188.788,-12.586,NaN,11.752,954.643,0.001,0.015
683.445,498.449,5.317,1.509e4,0,188.788,-12.586,NaN,11.76,954.79,0.001,0.015
683.698,497.191,5.331,1.509e4,0,188.788,-12.586,NaN,11.768,954.938,0.001,0.015
683.952,495.934,5.37,1.509e4,0,188.788,-12.586,NaN,11.776,955.085,0.001,0.015
684.205,494.676,5.389,1.509e4,0,188.788,-12.586,NaN,11.785,955.233,0.001,0.015
684.459,493.418,5.404,1.509e4,0,188.788,-12.586,NaN,11.793,955.38,0.001,0.015
684.712,492.161,5.426,1.509e4,0,188.788,-12.586,NaN,11.801,955.528,0.001,0.015
684.966,490.904,5.425,1.509e4,0,188.788,-12.586,NaN,11.809,955.675,0.001,0.015
685.219,489.647,5.41,1.509e4,0,188.788,-12.586,NaN,11.817,955.823,0.001,0.015
685.472,488.39,5.396,1.509e4,0,188.788,-12.586,NaN,11.825,955.97,0.001,0.015
685.726,487.133,5.379,1.509e4,0,188.788,-12.586,NaN,11.834,956.117,0.001,0.015
685.979,485.876,5.356,1.509e4,0,188.788,-12.586,NaN,11.842,956.265,0.001,0.015
686.232,484.62,5.305,1.509e4,0,188.788,-12.586,NaN,11.85,956.412,0.001,0.015
686.486,483.364,5.302,1.509e4,0,188.788,-12.586,NaN,11.858,956.56,0.001,0.015
686.739,482.108,5.256,1.509e4,0,188.788,-12.586,NaN,11.866,956.707,0.001,0.015
686.993,480.852,5.279,1.509e4,0,188.788,-12.586,NaN,11.874,956.854,0.001,0.015
687.246,479.596,5.304,1.509e4,0,188.788,-12.586,NaN,11.883,957.001,0.001,0.015
687.499,478.34,5.353,1.509e4,0,188.788,-12.586,NaN,11.891,957.149,0.001,0.015
687.752,477.084,5.362,1.509e4,0,188.788,-12.586,NaN,11.899,957.296,0.001,0.015
688.006,475.83,5.418,1.509e4,0,188.788,-12.586,NaN,11.907,957.443,0.001,0.015
688.259,474.575,5.479,1.509e4,0,188.788,-12.586,NaN,11.915,957.59,0.001,0.015
688.512,473.319,5.519,1.509e4,0,188.788,-12.586,NaN,11.923,957.738,0.001,0.015
688.766,472.064,5.529,1.509e4,0,188.788,-12.586,NaN,11.932,957.885,0.001,0.015
689.019,470.809,5.537,1.509e4,0,188.788,-12.586,NaN,11.94,958.032,0.001,0.015
689.272,469.555,5.479,1.509e4,0,188.788,-12.586,NaN,11.948,958.179,0.001,0.015
689.525,468.301,5.419,1.509e4,0,188.788,-12.586,NaN,11.956,958.326,0.001,0.015
689.778,467.046,5.402,1.509e4,0,188.788,-12.586,NaN,11.964,958.473,0.001,0.015
690.032,465.792,5.405,1.509e4,0,188.788,-12.586,NaN,11.972,958.62,0.001,0.015
690.285,464.538,5.394,1.509e4,0,188.788,-12.586,NaN,11.981,958.767,0.001,0.015
690.538,463.284,5.378,1.509e4,0,188.788,-12.586,NaN,11.989,958.915,0.001,0.015
690.791,462.031,5.381,1.509e4,0,188.788,-12.586,NaN,11.997,959.062,0.001,0.015
691.044,460.777,5.416,1.509e4,0,188.788,-12.586,NaN,12.005,959.209,0.001,0.015
691.297,459.524,5.393,1.509e4,0,188.788,-12.586,NaN,12.013,959.356,0.001,0.015
691.55,458.271,5.385,1.509e4,0,188.788,-12.586,NaN,12.021,959.503,0.001,0.015
691.803,457.018,5.374,1.509e4,0,188.788,-12.586,NaN,12.029,959.649,0.001,0.015
692.056,455.765,5.414,1.509e4,0,188.788,-12.586,NaN,12.038,959.796,0.001,0.015
692.309,454.512,5.445,1.509e4,0,188.788,-12.586,NaN,12.046,959.943,0.001,0.015
692.562,453.26,5.451,1.509e4,0,188.788,-12.586,NaN,12.054,960.09,0.001,0.015
692.815,452.008,5.391,1.509e4,0,188.788,-12.586,NaN,12.062,960.237,0.001,0.015
693.068,450.755,5.397,1.509e4,0,188.788,-12.586,NaN,12.07,960.384,0.001,0.015
693.32,449.503,5.407,1.509e4,0,188.788,-12.586,NaN,12.078,960.531,0.001,0.015
693.573,448.251,5.38,1.509e4,0,188.788,-12.586,NaN,12.086,960.678,0.001,0.015
693.826,446.999,5.38,1.509e4,0,188.788,-12.586,NaN,12.095,960.824,0.001,0.015
694.079,445.748,5.377,1.509e4,0,188.788,-12.586,NaN,12.103,960.971,0.001,0.015
694.332,444.497,5.329,1.509e4,0,188.788,-12.586,NaN,12.111,961.118,0.001,0.015
694.585,443.245,5.321,1.509e4,0,188.788,-12.586,NaN,12.119,961.265,0.001,0.015
694.837,441.994,5.272,1.509e4,0,188.788,-12.586,NaN,12.127,961.411,0.001,0.015
695.09,440.743,5.296,1.509e4,0,188.788,-12.586,NaN,12.135,961.558,0.001,0.015
695.343,439.493,5.336,1.509e4,0,188.788,-12.586,NaN,12.143,961.705,0.001,0.015
695.596,438.242,5.338,1.509e4,0,188.788,-12.586,NaN,12.151,961.852,0.001,0.015
695.849,436.991,5.353,1.509e4,0,188.788,-12.586,NaN,12.16,961.998,0.001,0.015
696.101,435.741,5.371,1.509e4,0,188.788,-12.586,NaN,12.168,962.145,0.001,0.015
696.354,434.491,5.35,1.509e4,0,188.788,-12.586,NaN,12.176,962.292,0.001,0.015
696.607,433.241,5.387,1.509e4,0,188.788,-12.586,NaN,12.184,962.438,0.001,0.015
696.86,431.991,5.401,1.509e4,0,188.788,-12.586,NaN,12.192,962.585,0.001,0.015
697.112,430.741,5.416,1.509e4,0,188.788,-12.586,NaN,12.2,962.731,0.001,0.015
697.365,429.491,5.431,1.509e4,0,188.788,-12.586,NaN,12.208,962.878,0.001,0.015
697.617,428.242,5.398,1.509e4,0,188.788,-12.586,NaN,12.216,963.024,0.001,0.015
697.87,426.994,5.303,1.509e4,0,188.788,-12.586,NaN,12.225,963.171,0.001,0.015
698.123,425.744,5.322,1.509e4,0,188.788,-12.586,NaN,12.233,963.317,0.001,0.015
698.376,424.495,5.321,1.509e4,0,188.788,-12.586,NaN,12.241,963.464,0.001,0.015
698.628,423.246,5.349,1.509e4,0,188.788,-12.586,NaN,12.249,963.61,0.001,0.015
698.881,421.997,5.341,1.509e4,0,188.788,-12.586,NaN,12.257,963.757,0.001,0.015
699.133,420.749,5.31,1.509e4,0,188.788,-12.586,NaN,12.265,963.903,0.001,0.015
699.386,419.5,5.317,1.509e4,0,188.788,-12.586,NaN,12.273,964.05,0.001,0.015
699.638,418.252,5.299,1.509e4,0,188.788,-12.586,NaN,12.281,964.196,0.001,0.015
699.891,417.004,5.306,1.509e4,0,188.788,-12.586,NaN,12.289,964.342,0.001,0.015
700.143,415.756,5.307,1.509e4,0,188.788,-12.586,NaN,12.298,964.489,0.001,0.015
700.396,414.508,5.296,1.509e4,0,188.788,-12.586,NaN,12.306,964.635,0.001,0.015
700.648,413.261,5.263,1.509e4,0,188.788,-12.586,NaN,12.314,964.781,0.001,0.015
700.9,412.014,5.254,1.509e4,0,188.788,-12.586,NaN,12.322,964.928,0.001,0.015
701.153,410.766,5.285,1.509e4,0,188.788,-12.586,NaN,12.33,965.074,0.001,0.015
701.405,409.519,5.305,1.509e4,0,188.788,-12.586,NaN,12.338,965.22,0.001,0.015
701.658,408.272,5.325,1.509e4,0,188.788,-12.586,NaN,12.346,965.367,0.001,0.015
701.91,407.025,5.32,1.509e4,0,188.788,-12.586,NaN,12.354,965.513,0.001,0.015
702.162,405.779,5.32,1.509e4,0,188.788,-12.586,NaN,12.362,965.659,0.001,0.015
702.415,404.532,5.313,1.509e4,0,188.788,-12.586,NaN,12.371,965.805,0.001,0.015
702.667,403.286,5.301,1.509e4,0,188.788,-12.586,NaN,12.379,965.951,0.001,0.015
702.919,402.04,5.269,1.509e4,0,188.788,-12.586,NaN,12.387,966.097,0.001,0.015
703.171,400.794,5.241,1.509e4,0,188.788,-12.586,NaN,12.395,966.244,0.001,0.015
703.424,399.548,5.287,1.509e4,0,188.788,-12.586,NaN,12.403,966.39,0.001,0.015
703.676,398.302,5.285,1.509e4,0,188.788,-12.586,NaN,12.411,966.536,0.001,0.015
703.928,397.056,5.286,1.509e4,0,188.788,-12.586,NaN,12.419,966.682,0.001,0.015
704.181,395.811,5.315,1.509e4,0,188.788,-12.586,NaN,12.427,966.828,0.001,0.015
704.433,394.566,5.369,1.509e4,0,188.788,-12.586,NaN,12.435,966.974,0.001,0.015
704.685,393.321,5.368,1.509e4,0,188.788,-12.586,NaN,12.443,967.12,0.001,0.015
704.937,392.076,5.362,1.509e4,0,188.788,-12.586,NaN,12.452,967.266,0.001,0.015
705.189,390.831,5.331,1.509e4,0,188.788,-12.586,NaN,12.46,967.412,0.001,0.015
705.442,389.586,5.322,1.509e4,0,188.788,-12.586,NaN,12.468,967.558,0.001,0.015
705.694,388.342,5.347,1.509e4,0,188.788,-12.586,NaN,12.476,967.704,0.001,0.015
705.946,387.097,5.37,1.509e4,0,188.788,-12.586,NaN,12.484,967.85,0.001,0.015
706.198,385.853,5.361,1.509e4,0,188.788,-12.586,NaN,12.492,967.996,0.001,0.015
706.45,384.609,5.341,1.509e4,0,188.788,-12.586,NaN,12.5,968.142,0.001,0.015
706.702,383.365,5.314,1.509e4,0,188.788,-12.586,NaN,12.508,968.288,0.001,0.015
706.954,382.121,5.328,1.509e4,0,188.788,-12.586,NaN,12.516,968.434,0.001,0.015
707.206,380.878,5.296,1.509e4,0,188.788,-12.586,NaN,12.524,968.579,0.001,0.015
707.458,379.634,5.283,1.509e4,0,188.788,-12.586,NaN,12.532,968.725,0.001,0.015
707.71,378.391,5.301,1.509e4,0,188.788,-12.586,NaN,12.54,968.871,0.001,0.015
707.962,377.148,5.302,1.509e4,0,188.788,-12.586,NaN,12.549,969.017,0.001,0.015
708.214,375.905,5.313,1.509e4,0,188.788,-12.586,NaN,12.557,969.163,0.001,0.015
708.466,374.662,5.311,1.509e4,0,188.788,-12.586,NaN,12.565,969.308,0.001,0.015
708.718,373.42,5.264,1.509e4,0,188.788,-12.586,NaN,12.573,969.454,0.001,0.015
708.97,372.177,5.273,1.509e4,0,188.788,-12.586,NaN,12.581,969.6,0.001,0.015
709.222,370.935,5.279,1.509e4,0,188.788,-12.586,NaN,12.589,969.746,0.001,0.015
709.474,369.693,5.249,1.509e4,0,188.788,-12.586,NaN,12.597,969.891,0.001,0.015
709.726,368.45,5.262,1.509e4,0,188.788,-12.586,NaN,12.605,970.037,0.001,0.015
709.977,367.209,5.215,1.509e4,0,188.788,-12.586,NaN,12.613,970.183,0.001,0.015
710.229,365.967,5.255,1.509e4,0,188.788,-12.586,NaN,12.621,970.328,0.001,0.015
710.481,364.726,5.318,1.509e4,0,188.788,-12.586,NaN,12.629,970.474,0.001,0.015
710.734,363.484,5.35,1.509e4,0,188.788,-12.586,NaN,12.637,970.619,0.001,0.015
710.985,362.242,5.392,1.509e4,0,188.788,-12.586,NaN,12.645,970.765,0.001,0.015
711.237,361.001,5.383,1.509e4,0,188.788,-12.586,NaN,12.653,970.911,0.001,0.015
711.489,359.76,5.41,1.509e4,0,188.788,-12.586,NaN,12.662,971.056,0.001,0.015
711.741,358.519,5.391,1.509e4,0,188.788,-12.586,NaN,12.67,971.202,0.001,0.015
711.992,357.279,5.364,1.509e4,0,188.788,-12.586,NaN,12.678,971.347,0.001,0.015
712.244,356.038,5.368,1.509e4,0,188.788,-12.586,NaN,12.686,971.493,0.001,0.015
712.496,354.798,5.397,1.509e4,0,188.788,-12.586,NaN,12.694,971.638,0.001,0.015
712.748,353.557,5.434,1.509e4,0,188.788,-12.586,NaN,12.702,971.784,0.001,0.015
712.999,352.317,5.425,1.509e4,0,188.788,-12.586,NaN,12.71,971.929,0.001,0.015
713.251,351.077,5.428,1.509e4,0,188.788,-12.586,NaN,12.718,972.075,0.001,0.015
713.503,349.838,5.381,1.509e4,0,188.788,-12.586,NaN,12.726,972.22,0.001,0.015
713.754,348.598,5.31,1.509e4,0,188.788,-12.586,NaN,12.734,972.365,0.001,0.015
714.006,347.358,5.273,1.509e4,0,188.788,-12.586,NaN,12.742,972.511,0.001,0.015
714.258,346.119,5.271,1.509e4,0,188.788,-12.586,NaN,12.75,972.656,0.001,0.015
714.509,344.88,5.307,1.509e4,0,188.788,-12.586,NaN,12.758,972.801,0.001,0.015
714.761,343.64,5.306,1.509e4,0,188.788,-12.586,NaN,12.766,972.947,0.001,0.015
715.013,342.402,5.271,1.509e4,0,188.788,-12.586,NaN,12.774,973.092,0.001,0.015
715.264,341.163,5.245,1.509e4,0,188.788,-12.586,NaN,12.782,973.237,0.001,0.015
715.516,339.924,5.256,1.509e4,0,188.788,-12.586,NaN,12.79,973.383,0.001,0.015
715.767,338.687,5.317,1.509e4,0,188.788,-12.586,NaN,12.799,973.528,0.001,0.015
716.019,337.447,5.313,1.509e4,0,188.788,-12.586,NaN,12.807,973.673,0.001,0.015
716.27,336.21,5.264,1.509e4,0,188.788,-12.586,NaN,12.815,973.818,0.001,0.015
716.522,334.972,5.198,1.509e4,0,188.788,-12.586,NaN,12.823,973.963,0.001,0.015
716.774,333.734,5.151,1.509e4,0,188.788,-12.586,NaN,12.831,974.109,0.001,0.015
717.025,332.496,5.153,1.509e4,0,188.788,-12.586,NaN,12.839,974.254,0.001,0.015
717.277,331.258,5.145,1.509e4,0,188.788,-12.586,NaN,12.847,974.399,0.001,0.015
717.528,330.021,5.189,1.509e4,0,188.788,-12.586,NaN,12.855,974.544,0.001,0.015
717.78,328.784,5.239,1.509e4,0,188.788,-12.586,NaN,12.863,974.689,0.001,0.015
718.031,327.546,5.235,1.509e4,0,188.788,-12.586,NaN,12.871,974.834,0.001,0.015
718.283,326.31,5.183,1.509e4,0,188.788,-12.586,NaN,12.879,974.979,0.001,0.015
718.534,325.073,5.198,1.509e4,0,188.788,-12.586,NaN,12.887,975.124,0.001,0.015
718.786,323.836,5.244,1.509e4,0,188.788,-12.586,NaN,12.895,975.269,0.001,0.015
719.037,322.6,5.284,1.509e4,0,188.788,-12.586,NaN,12.903,975.414,0.001,0.015
719.288,321.363,5.264,1.509e4,0,188.788,-12.586,NaN,12.911,975.559,0.001,0.015
719.54,320.127,5.292,1.509e4,0,188.788,-12.586,NaN,12.919,975.704,0.001,0.015
719.791,318.891,5.327,1.509e4,0,188.788,-12.586,NaN,12.927,975.849,0.001,0.015
720.042,317.655,5.338,1.509e4,0,188.788,-12.586,NaN,12.935,975.994,0.001,0.015
720.294,316.419,5.297,1.509e4,0,188.788,-12.586,NaN,12.943,976.139,0.001,0.015
720.545,315.184,5.326,1.509e4,0,188.788,-12.586,NaN,12.951,976.284,0.001,0.015
720.796,313.948,5.312,1.509e4,0,188.788,-12.586,NaN,12.959,976.429,0.001,0.015
721.296,311.489,5.305,1.509e4,0,188.788,-12.586,NaN,12.975,976.718,0.001,0.015
721.547,310.254,5.259,1.509e4,0,188.788,-12.586,NaN,12.983,976.862,0.001,0.015
721.798,309.019,5.211,1.509e4,0,188.788,-12.586,NaN,12.991,977.007,0.001,0.014
722.05,307.784,5.202,1.509e4,0,188.788,-12.586,NaN,12.999,977.152,0.001,0.015
722.301,306.55,5.257,1.509e4,0,188.788,-12.586,NaN,13.007,977.297,0.001,0.014
722.552,305.315,5.245,1.509e4,0,188.788,-12.586,NaN,13.015,977.442,0.001,0.015
722.803,304.081,5.282,1.509e4,0,188.788,-12.586,NaN,13.023,977.586,0.001,0.015
723.054,302.847,5.344,1.509e4,0,188.788,-12.586,NaN,13.031,977.731,0.001,0.014
723.306,301.613,5.34,1.509e4,0,188.788,-12.586,NaN,13.04,977.876,0.001,0.015
723.557,300.38,5.411,1.509e4,0,188.788,-12.586,NaN,13.048,978.02,0.001,0.014
723.808,299.146,5.479,1.509e4,0,188.788,-12.586,NaN,13.056,978.165,0.001,0.014
724.059,297.912,5.426,1.509e4,0,188.788,-12.586,NaN,13.064,978.31,0.001,0.014
724.311,296.678,5.436,1.509e4,0,188.788,-12.586,NaN,13.072,978.455,0.001,0.014
724.561,295.445,5.418,1.509e4,0,188.788,-12.586,NaN,13.08,978.599,0.001,0.015
724.812,294.212,5.367,1.509e4,0,188.788,-12.586,NaN,13.088,978.744,0.001,0.015
